Area_code,Area_name,Patient count,CV_AF,CV_CHD,CV_CVD,CV_HF,CV_LVSD,CV_HYP,CV_PAD,CV_STIA,Resp_AST,Resp_COPD,LS_OB,HD_CAN,HD_CKD,HD_DM,HD_PC,Neu_DEM,Neu_DEP,Neu_EP,Neu_LD,Neu_MH,MS_OST,MS_RA
E38000221,NHS BERKSHIRE WEST,"543,512",0.0160088,0.0213832,0.0104962,0.0063936,#N/A,0.1217452,0.0035767,0.0131110,0.0594945,0.0119151,0.0704456,0.0245294,0.0376524,0.0512731,0.0025243,0.0062354,0.0854743,0.0069005,0.0040165,0.0073724,0.0071733,0.0064258
E38000224,NHS EAST BERKSHIRE CCG,"459,325",0.0153312,0.0250019,0.0129676,0.0074043,#N/A,0.1268775,0.0041626,0.0133457,0.0532412,0.0110945,0.0754218,0.0225635,0.0344005,0.0666719,0.0038970,0.0061220,0.0859204,0.0063513,0.0029478,0.0080705,0.0043655,0.0055981
E38000118,NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG,"227,285",0.0200189,0.0269969,0.0125260,0.0072816,#N/A,0.1383813,0.0051389,0.0151572,0.0555954,0.0157116,0.0868973,0.0292804,0.0372361,0.0620011,0.0024595,0.0072332,0.1128536,0.0071344,0.0034846,0.0075280,0.0095253,0.0060972
E38000002,NHS ASHFORD CCG,"133,421",0.0248911,0.0299203,0.0143588,0.0061684,#N/A,0.1481101,0.0056438,0.0182955,0.0580718,0.0174036,0.0935939,0.0291258,0.0467632,0.0639635,0.0012142,0.0071578,0.1262646,0.0081436,0.0040698,0.0069554,0.0064635,0.0084201
E38000021,NHS BRIGHTON AND HOVE CCG,"304,185",0.0145964,0.0220326,0.0089892,0.0055854,#N/A,0.0984861,0.0042047,0.0129625,0.0557884,0.0143761,0.0552831,0.0217401,0.0314676,0.0427837,0.0023275,0.0061114,0.1039242,0.0069074,0.0047471,0.0124299,0.0028171,0.0050941
E38000029,NHS CANTERBURY AND COASTAL CCG,"225,726",0.0237899,0.0312370,0.0122747,0.0071458,#N/A,0.1426021,0.0054402,0.0192269,0.0565686,0.0188680,0.0712317,0.0352684,0.0472240,0.0588997,0.0017410,0.0088603,0.1156021,0.0080762,0.0049839,0.0092812,0.0089982,0.0069780
E38000055,"NHS EASTBOURNE, HAILSHAM AND SEAFORD CCG","196,089",0.0333777,0.0399461,0.0134206,0.0113724,#N/A,0.1761700,0.0076088,0.0248408,0.0664800,0.0227958,0.0806541,0.0387936,0.0715683,0.0690993,0.0062370,0.0130145,0.1425679,0.0079673,0.0049467,0.0114795,0.0109387,0.0092033
E38000213,NHS COASTAL WEST SUSSEX CCG,"514,819",0.0284314,0.0404336,0.0128437,0.0097471,#N/A,0.1650774,0.0067344,0.0233907,0.0649607,0.0203800,0.0879403,0.0379687,0.0462835,0.0738709,0.0054194,0.0112991,0.1077578,0.0078478,0.0051066,0.0096830,0.0068620,0.0078304
E38000039,NHS CRAWLEY CCG,"133,425",0.0148773,0.0275735,0.0114694,0.0058010,#N/A,0.1250290,0.0041222,0.0139779,0.0582949,0.0154469,0.1076421,0.0233914,0.0431322,0.0719805,0.0019562,0.0062207,0.0993731,0.0073706,0.0060259,0.0077272,0.0049035,0.0076343
E38000043,"NHS DARTFORD, GRAVESHAM AND SWANLEY CCG","268,798",0.0178015,0.0263023,0.0055832,0.0055730,#N/A,0.1394207,0.0044866,0.0155730,0.0478984,0.0170649,0.0898649,0.0239808,0.0440804,0.0675901,0.0043229,0.0064844,0.0724244,0.0074567,0.0030134,0.0073884,0.0043352,0.0082538
E38000054,NHS EAST SURREY CCG,"181,872",0.0219385,0.0277063,0.0114538,0.0072963,#N/A,0.1261931,0.0048331,0.0163247,0.0579528,0.0141968,0.0633340,0.0300761,0.0444030,0.0563737,0.0019794,0.0083025,0.0965479,0.0083918,0.0071864,0.0079561,0.0107210,0.0081525
E38000214,NHS GUILDFORD AND WAVERLEY CCG,"225,923",0.0222775,0.0244729,0.0122900,0.0059047,#N/A,0.1269857,0.0040412,0.0146466,0.0568822,0.0121280,0.0524578,0.0300368,0.0358546,0.0466607,0.0066350,0.0077371,0.0925116,0.0064263,0.0038774,0.0075999,0.0059597,0.0059590
E38000076,NHS HASTINGS AND ROTHER CCG,"188,251",0.0298750,0.0396704,0.0135310,0.0113466,#N/A,0.1786073,0.0076759,0.0244355,0.0597606,0.0258060,0.0995397,0.0357608,0.0455608,0.0728673,0.0055670,0.0114156,0.1259595,0.0092254,0.0065338,0.0132270,0.0039678,0.0077126
E38000104,NHS MEDWAY CCG,"299,341",0.0163158,0.0263913,0.0126329,0.0085187,#N/A,0.1427736,0.0044097,0.0126144,0.0528093,0.0189884,0.1064608,0.0244370,0.0369242,0.0743503,0.0021113,0.0055823,0.1197198,0.0087703,0.0039620,0.0072559,0.0050731,0.0083016
E38000083,NHS HORSHAM AND MID SUSSEX CCG,"240,764",0.0224161,0.0295310,0.0119188,0.0074181,#N/A,0.1430696,0.0043860,0.0190311,0.0619112,0.0139390,0.0660795,0.0330697,0.0435304,0.0557884,0.0024962,0.0096651,0.0920641,0.0072551,0.0043196,0.0072436,0.0060452,0.0078858
E38000128,NHS NORTH WEST SURREY CCG,"370,955",0.0191587,0.0254910,0.0109542,0.0063323,#N/A,0.1289914,0.0045855,0.0155760,0.0496098,0.0135758,0.0679730,0.0288660,0.0381269,0.0587929,0.0026122,0.0080549,0.0843082,0.0062870,0.0038253,0.0068014,0.0092541,0.0069962
E38000156,NHS SOUTH KENT COAST CCG,"205,585",0.0264951,0.0367196,0.0098208,0.0074762,#N/A,0.1673955,0.0067223,0.0219569,0.0579906,0.0261692,0.1109411,0.0338400,0.0575183,0.0748636,0.0019894,0.0095289,0.1017096,0.0106350,0.0069849,0.0094657,0.0053062,0.0096475
E38000180,NHS SWALE CCG,"113,100",0.0183731,0.0292219,0.0158041,0.0091158,#N/A,0.1522989,0.0054730,0.0148099,0.0547303,0.0240495,0.1334665,0.0284881,0.0404247,0.0780025,0.0020248,0.0074889,0.1140704,0.0088247,0.0047303,0.0069142,0.0049185,0.0091087
E38000184,NHS THANET CCG,"145,497",0.0249283,0.0358495,0.0124501,0.0093404,#N/A,0.1705396,0.0078765,0.0215537,0.0592727,0.0312652,0.0961618,0.0342619,0.0600578,0.0761814,0.0024812,0.0092442,0.1268706,0.0091537,0.0062063,0.0116772,0.0067660,0.0098820
E38000177,NHS SURREY DOWNS CCG,"306,867",0.0209407,0.0268651,0.0108289,0.0054747,#N/A,0.1383205,0.0045003,0.0175711,0.0524071,0.0120215,0.0507139,0.0331447,0.0379194,0.0532244,0.0015023,0.0092255,0.0893213,0.0066936,0.0041190,0.0074527,0.0066215,0.0069018
E38000199,NHS WEST KENT CCG,"492,479",0.0220233,0.0264905,0.0103375,0.0071089,#N/A,0.1380059,0.0046398,0.0174850,0.0554887,0.0166667,0.0883233,0.0306734,0.0421153,0.0601012,0.0048611,0.0077364,0.0992312,0.0077061,0.0039981,0.0077404,0.0067207,0.0080612
E38000081,NHS HIGH WEALD LEWES HAVENS CCG,"170,423",0.0261995,0.0312751,0.0130026,0.0075107,#N/A,0.1534535,0.0058560,0.0208775,0.0601973,0.0176913,0.0667226,0.0358930,0.0445839,0.0568524,0.0031392,0.0097874,0.1061128,0.0075279,0.0048350,0.0090187,0.0030753,0.0081816
